C(4.21): 0.41,0.62,0.04,1.17,1.34,2.81,0.80,1.53,2.09,0.17
C(3.93): 0.47,0.54,0.04,1.01,1.34,2.81,0.80,1.53,2.09,0.17
C(3.88): 0.47,0.44,0.04,1.01,1.34,2.81,0.96,1.53,2.09,0.17
C(3.36): 0.46,0.41,0.04,0.85,1.34,2.81,0.96,1.53,2.09,0.17
C(3.00): 0.43,0.38,0.04,0.85,1.34,2.81,1.12,1.53,2.09,0.17
C(2.64): 0.38,0.37,0.04,0.85,1.34,2.81,1.28,1.53,2.09,0.17
C(2.50): 0.33,0.36,0.04,0.85,1.34,2.81,1.44,1.53,2.09,0.17
States Expanded: 92, found goal: 1
C(0.00): 0.55,0.45,0.04,0.35,0.20,1.70,1.03,2.77,2.10,3.05
C(10.26): 0.55,0.45,0.04,0.35,0.36,1.70,1.03,2.77,2.09,3.05
C(9.78): 0.56,0.45,0.04,0.35,0.52,1.70,1.03,2.77,2.09,3.05
C(9.32): 0.55,0.45,0.04,0.35,0.68,1.70,1.03,2.77,2.09,3.05
C(8.92): 0.55,0.46,0.04,0.35,0.84,1.70,1.03,2.77,2.09,3.05
C(8.56): 0.55,0.46,0.04,0.35,1.00,1.70,1.03,2.77,2.09,3.05
C(8.28): 0.55,0.46,0.04,0.35,1.16,1.70,1.03,2.77,2.09,3.05
C(8.03): 0.55,0.46,0.04,0.51,1.16,1.70,1.03,2.77,2.09,3.05
C(7.64): 0.55,0.46,0.04,0.67,1.16,1.70,1.03,2.77,2.09,3.05
C(7.15): 0.55,0.46,0.04,0.83,1.16,1.70,1.03,2.77,2.09,3.05
C(6.62): 0.55,0.46,0.04,0.99,1.16,1.70,1.03,2.77,2.09,3.05
C(6.22): 0.55,0.46,0.04,0.99,1.32,1.70,1.03,2.77,2.09,3.05
C(5.80): 0.55,0.45,0.04,1.15,1.32,1.70,1.03,2.77,2.09,3.05
C(5.44): 0.55,0.45,0.04,1.15,1.48,1.70,1.03,2.77,2.09,3.05
C(5.23): 0.55,0.46,0.04,1.15,1.64,1.70,1.03,2.77,2.09,3.05
C(5.01): 0.55,0.46,0.04,1.15,1.64,1.70,0.87,2.77,2.09,3.05
C(4.70): 0.55,0.41,0.04,1.15,1.64,1.86,0.87,2.77,2.09,3.05
C(4.35): 0.55,0.36,0.04,0.99,1.64,1.86,0.87,2.77,2.09,3.05
C(3.97): 0.49,0.34,0.04,0.99,1.64,2.02,0.87,2.77,2.09,3.05
C(3.81): 0.47,0.31,0.04,0.99,1.64,2.18,0.87,2.77,2.09,3.05
C(3.61): 0.45,0.27,0.04,0.99,1.64,2.18,1.03,2.77,2.09,3.05
C(3.43): 0.43,0.22,0.04,0.99,1.64,2.18,1.19,2.77,2.09,3.05
C(3.29): 0.41,0.19,0.04,0.99,1.64,2.18,1.35,2.77,2.09,3.05
C(3.17): 0.39,0.14,0.04,0.83,1.64,2.18,1.35,2.77,2.09,3.05
C(3.08): 0.37,0.11,0.04,0.83,1.64,2.18,1.51,2.77,2.09,3.05
C(3.07): 0.35,0.08,0.04,0.83,1.64,2.18,1.67,2.77,2.09,3.05
C(2.94): 0.34,0.08,0.04,0.83,1.64,2.27,1.67,2.77,2.09,3.05
C(2.93): 0.34,0.08,0.04,0.83,1.64,2.27,1.67,2.93,2.09,3.05
C(2.80): 0.30,0.07,0.04,0.83,1.64,2.27,1.83,2.93,2.09,3.05
States Expanded: 29, found goal: 1
